n_sick,calls,n_duty,n_sby,sby_need,dafted,year,month,day_of_week,season_Autumn,season_Spring,season_Summer,season_Winter,adjusted_need,calls_per_duty,month_sin,month_cos,day_of_week_sin,day_of_week_cos,avg_calls_last_30_days,avg_sick_last_30_days,outlier,adjusted_need_cleaned
63,5400.0,1800,90,0.0,0.0,2017,1,1,False,False,False,True,90.0,3.0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,6309.0,68.36666666666666,False,90.0
57,4860.0,1800,90,0.0,0.0,2017,1,2,False,False,False,True,90.0,2.7,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,6247.2,68.23333333333333,False,90.0
66,5196.0,1800,90,0.0,0.0,2017,1,3,False,False,False,True,90.0,2.8866666666666667,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,6192.8,67.76666666666667,False,90.0
73,6330.0,1800,90,0.0,0.0,2017,1,4,False,False,False,True,90.0,3.5166666666666666,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,6200.6,67.16666666666667,False,90.0
62,5442.0,1800,90,0.0,0.0,2017,1,5,False,False,False,True,90.0,3.0233333333333334,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,6137.8,66.03333333333333,False,90.0
64,5742.0,1800,90,0.0,0.0,2017,1,6,False,False,False,True,90.0,3.19,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,6146.6,65.1,False,90.0
67,7212.0,1800,90,0.0,0.0,2017,1,0,False,False,False,True,90.0,4.006666666666667,0.49999999999999994,0.8660254037844387,0.0,1.0,6195.2,65.13333333333334,False,90.0
56,5904.0,1800,90,0.0,0.0,2017,1,1,False,False,False,True,90.0,3.28,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,6180.8,65.0,False,90.0
48,6786.0,1800,90,0.0,0.0,2017,2,2,False,False,False,True,90.0,3.77,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,6122.0,64.26666666666667,False,90.0
50,8844.0,1800,90,19.0,0.0,2017,2,3,False,False,False,True,19.0,4.913333333333333,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,6142.2,63.46666666666667,False,19.0
54,7494.0,1800,90,0.0,0.0,2017,2,4,False,False,False,True,90.0,4.163333333333333,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,6128.6,62.733333333333334,False,90.0
44,6666.0,1800,90,0.0,0.0,2017,2,5,False,False,False,True,90.0,3.703333333333333,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,6075.2,61.666666666666664,False,90.0
48,5898.0,1800,90,0.0,0.0,2017,2,6,False,False,False,True,90.0,3.276666666666667,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,6070.0,60.9,False,90.0
58,8844.0,1800,90,27.0,0.0,2017,2,0,False,False,False,True,27.0,4.913333333333333,0.8660254037844386,0.5000000000000001,0.0,1.0,6126.4,60.13333333333333,False,27.0
60,6798.0,1800,90,0.0,0.0,2017,2,1,False,False,False,True,90.0,3.776666666666667,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,6142.4,59.2,False,90.0
65,8664.0,1800,90,0.0,0.0,2017,2,2,False,False,False,True,90.0,4.8133333333333335,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,6250.6,58.4,False,90.0
60,6204.0,1800,90,0.0,0.0,2017,2,3,False,False,False,True,90.0,3.4466666666666668,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,6278.2,57.733333333333334,False,90.0
66,7032.0,1800,90,0.0,0.0,2017,2,4,False,False,False,True,90.0,3.9066666666666667,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,6313.4,57.5,False,90.0
62,7638.0,1800,90,0.0,0.0,2017,2,5,False,False,False,True,90.0,4.243333333333333,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,6354.2,57.733333333333334,False,90.0
58,7398.0,1800,90,0.0,0.0,2017,2,6,False,False,False,True,90.0,4.11,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,6417.6,58.1,False,90.0
62,5724.0,1800,90,0.0,0.0,2017,2,0,False,False,False,True,90.0,3.18,0.8660254037844386,0.5000000000000001,0.0,1.0,6452.8,58.53333333333333,False,90.0
56,6816.0,1800,90,0.0,0.0,2017,2,1,False,False,False,True,90.0,3.7866666666666666,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,6544.2,58.63333333333333,False,90.0
60,5868.0,1800,90,0.0,0.0,2017,2,2,False,False,False,True,90.0,3.26,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,6529.8,58.7,False,90.0
67,7812.0,1800,90,0.0,0.0,2017,2,3,False,False,False,True,90.0,4.34,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,6558.6,59.2,False,90.0
63,7272.0,1800,90,0.0,0.0,2017,2,4,False,False,False,True,90.0,4.04,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,6637.0,59.63333333333333,False,90.0
52,7464.0,1800,90,0.0,0.0,2017,2,5,False,False,False,True,90.0,4.1466666666666665,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,6721.2,59.53333333333333,False,90.0
54,5268.0,1800,90,0.0,0.0,2017,2,6,False,False,False,True,90.0,2.9266666666666667,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,6667.8,59.266666666666666,False,90.0
57,5814.0,1800,90,0.0,0.0,2017,2,0,False,False,False,True,90.0,3.23,0.8660254037844386,0.5000000000000001,0.0,1.0,6675.2,59.233333333333334,False,90.0
58,5820.0,1800,90,0.0,0.0,2017,2,1,False,False,False,True,90.0,3.2333333333333334,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,6648.6,59.166666666666664,False,90.0
60,7056.0,1800,90,0.0,0.0,2017,2,2,False,False,False,True,90.0,3.92,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,6642.2,59.0,False,90.0
58,8088.0,1800,90,0.0,0.0,2017,2,3,False,False,False,True,90.0,4.493333333333333,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,6731.8,58.833333333333336,False,90.0
64,6696.0,1800,90,0.0,0.0,2017,2,4,False,False,False,True,90.0,3.72,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,6793.0,59.06666666666667,False,90.0
57,5388.0,1800,90,0.0,0.0,2017,2,5,False,False,False,True,90.0,2.993333333333333,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,6799.4,58.766666666666666,False,90.0
57,5994.0,1800,90,0.0,0.0,2017,2,6,False,False,False,True,90.0,3.33,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,6788.2,58.233333333333334,False,90.0
58,6822.0,1800,90,0.0,0.0,2017,2,0,False,False,False,True,90.0,3.79,0.8660254037844386,0.5000000000000001,0.0,1.0,6834.2,58.1,False,90.0
55,7338.0,1800,90,0.0,0.0,2017,2,1,False,False,False,True,90.0,4.076666666666667,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,6887.4,57.8,False,90.0
53,10074.0,1800,90,268.0,178.0,2017,3,2,False,True,False,False,268.0,5.596666666666667,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,6982.8,57.333333333333336,False,268.0
54,9246.0,1800,90,104.0,14.0,2017,3,3,False,True,False,False,104.0,5.136666666666667,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,7094.2,57.266666666666666,False,104.0
50,8616.0,1800,90,0.0,0.0,2017,3,4,False,True,False,False,90.0,4.786666666666667,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,7155.2,57.333333333333336,False,90.0
47,6636.0,1800,90,0.0,0.0,2017,3,5,False,True,False,False,90.0,3.6866666666666665,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,7081.6,57.233333333333334,False,90.0
58,6288.0,1800,90,0.0,0.0,2017,3,6,False,True,False,False,90.0,3.493333333333333,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,7041.4,57.36666666666667,False,90.0
61,8670.0,1800,90,0.0,0.0,2017,3,0,False,True,False,False,90.0,4.816666666666666,1.0,6.123233995736766e-17,0.0,1.0,7108.2,57.93333333333333,False,90.0
56,6948.0,1800,90,0.0,0.0,2017,3,1,False,True,False,False,90.0,3.86,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,7143.2,58.2,False,90.0
52,8700.0,1800,90,0.0,0.0,2017,3,2,False,True,False,False,90.0,4.833333333333333,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,7138.4,58.0,False,90.0
55,9030.0,1800,90,61.0,0.0,2017,3,3,False,True,False,False,61.0,5.016666666666667,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,7212.8,57.833333333333336,False,61.0
61,8166.0,1800,90,0.0,0.0,2017,3,4,False,True,False,False,90.0,4.536666666666667,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,7196.2,57.7,False,90.0
57,7548.0,1800,90,0.0,0.0,2017,3,5,False,True,False,False,90.0,4.193333333333333,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,7241.0,57.6,False,90.0
61,6564.0,1800,90,0.0,0.0,2017,3,6,False,True,False,False,90.0,3.6466666666666665,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,7225.4,57.43333333333333,False,90.0
66,6174.0,1800,90,0.0,0.0,2017,3,0,False,True,False,False,90.0,3.43,1.0,6.123233995736766e-17,0.0,1.0,7176.6,57.56666666666667,False,90.0
57,7188.0,1800,90,0.0,0.0,2017,3,1,False,True,False,False,90.0,3.993333333333333,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,7169.6,57.53333333333333,False,90.0
60,7686.0,1800,90,0.0,0.0,2017,3,2,False,True,False,False,90.0,4.27,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,7235.0,57.46666666666667,False,90.0
61,6942.0,1800,90,0.0,0.0,2017,3,3,False,True,False,False,90.0,3.8566666666666665,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,7239.2,57.63333333333333,False,90.0
60,5724.0,1800,90,0.0,0.0,2017,3,4,False,True,False,False,90.0,3.18,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,7234.4,57.63333333333333,False,90.0
54,7620.0,1800,90,0.0,0.0,2017,3,5,False,True,False,False,90.0,4.233333333333333,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,7228.0,57.2,False,90.0
58,6066.0,1800,90,0.0,0.0,2017,3,6,False,True,False,False,90.0,3.37,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,7187.8,57.03333333333333,False,90.0
59,6486.0,1800,90,0.0,0.0,2017,3,0,False,True,False,False,90.0,3.6033333333333335,1.0,6.123233995736766e-17,0.0,1.0,7155.2,57.266666666666666,False,90.0
58,8352.0,1800,90,0.0,0.0,2017,3,1,False,True,False,False,90.0,4.64,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,7258.0,57.4,False,90.0
57,8412.0,1800,90,0.0,0.0,2017,3,2,False,True,False,False,90.0,4.673333333333333,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,7344.6,57.4,False,90.0
56,7170.0,1800,90,0.0,0.0,2017,3,3,False,True,False,False,90.0,3.9833333333333334,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,7389.6,57.333333333333336,False,90.0
53,6918.0,1800,90,0.0,0.0,2017,3,4,False,True,False,False,90.0,3.8433333333333333,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,7385.0,57.1,False,90.0
48,6636.0,1800,90,0.0,0.0,2017,3,5,False,True,False,False,90.0,3.6866666666666665,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,7336.6,56.766666666666666,False,90.0
48,6756.0,1800,90,0.0,0.0,2017,3,6,False,True,False,False,90.0,3.7533333333333334,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,7338.6,56.233333333333334,False,90.0
56,8856.0,1800,90,28.0,0.0,2017,3,0,False,True,False,False,28.0,4.92,1.0,6.123233995736766e-17,0.0,1.0,7454.2,56.2,False,28.0
56,8688.0,1800,90,0.0,0.0,2017,3,1,False,True,False,False,90.0,4.826666666666667,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,7544.0,56.166666666666664,False,90.0
59,8112.0,1800,90,0.0,0.0,2017,3,2,False,True,False,False,90.0,4.506666666666667,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,7587.0,56.2,False,90.0
58,7728.0,1800,90,0.0,0.0,2017,3,3,False,True,False,False,90.0,4.293333333333333,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,7600.0,56.3,False,90.0
58,8394.0,1800,90,0.0,0.0,2017,3,4,False,True,False,False,90.0,4.663333333333333,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,7544.0,56.46666666666667,False,90.0
45,9774.0,1800,90,200.0,110.0,2017,4,5,False,True,False,False,200.0,5.43,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,7561.6,56.166666666666664,False,200.0
45,6630.0,1800,90,0.0,0.0,2017,4,6,False,True,False,False,90.0,3.683333333333333,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,7495.4,56.0,False,90.0
49,10170.0,1800,90,283.0,193.0,2017,4,0,False,True,False,False,283.0,5.65,0.8660254037844387,-0.4999999999999998,0.0,1.0,7613.2,56.06666666666667,True,90.0
52,9324.0,1800,90,117.0,27.0,2017,4,1,False,True,False,False,117.0,5.18,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,7714.4,55.86666666666667,False,117.0
48,7770.0,1800,90,0.0,0.0,2017,4,2,False,True,False,False,90.0,4.316666666666666,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,7684.4,55.43333333333333,False,90.0
43,7284.0,1800,90,0.0,0.0,2017,4,3,False,True,False,False,90.0,4.046666666666667,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,7695.6,55.0,False,90.0
38,8970.0,1800,90,32.0,0.0,2017,4,4,False,True,False,False,32.0,4.983333333333333,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,7704.6,54.53333333333333,False,32.0
44,8844.0,1800,90,13.0,0.0,2017,4,5,False,True,False,False,13.0,4.913333333333333,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,7698.4,54.166666666666664,False,13.0
41,6084.0,1800,90,0.0,0.0,2017,4,6,False,True,False,False,90.0,3.38,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,7629.0,53.5,False,90.0
45,9300.0,1800,90,105.0,15.0,2017,4,0,False,True,False,False,105.0,5.166666666666667,0.8660254037844387,-0.4999999999999998,0.0,1.0,7687.4,53.1,False,105.0
46,7962.0,1800,90,0.0,0.0,2017,4,1,False,True,False,False,90.0,4.423333333333333,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,7734.0,52.6,False,90.0
46,8466.0,1800,90,0.0,0.0,2017,4,2,False,True,False,False,90.0,4.703333333333333,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,7810.4,51.93333333333333,False,90.0
55,6360.0,1800,90,0.0,0.0,2017,4,3,False,True,False,False,90.0,3.533333333333333,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,7782.8,51.86666666666667,False,90.0
53,8220.0,1800,90,0.0,0.0,2017,4,4,False,True,False,False,90.0,4.566666666666666,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,7800.6,51.63333333333333,False,90.0
53,6876.0,1800,90,0.0,0.0,2017,4,5,False,True,False,False,90.0,3.82,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,7798.4,51.36666666666667,False,90.0
54,7086.0,1800,90,0.0,0.0,2017,4,6,False,True,False,False,90.0,3.9366666666666665,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,7843.8,51.166666666666664,False,90.0
59,9048.0,1800,90,69.0,0.0,2017,4,0,False,True,False,False,69.0,5.026666666666666,0.8660254037844387,-0.4999999999999998,0.0,1.0,7891.4,51.333333333333336,False,69.0
60,7932.0,1800,90,0.0,0.0,2017,4,1,False,True,False,False,90.0,4.406666666666666,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,7953.6,51.4,False,90.0
67,8574.0,1800,90,0.0,0.0,2017,4,2,False,True,False,False,90.0,4.763333333333334,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,8023.2,51.666666666666664,False,90.0
72,8016.0,1800,90,0.0,0.0,2017,4,3,False,True,False,False,90.0,4.453333333333333,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,8012.0,52.13333333333333,False,90.0
69,8400.0,1800,90,0.0,0.0,2017,4,4,False,True,False,False,90.0,4.666666666666667,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,8011.6,52.53333333333333,False,90.0
61,8478.0,1800,90,0.0,0.0,2017,4,5,False,True,False,False,90.0,4.71,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,8055.2,52.7,False,90.0
71,7194.0,1800,90,0.0,0.0,2017,4,6,False,True,False,False,90.0,3.9966666666666666,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,8064.4,53.3,False,90.0
68,8184.0,1800,90,0.0,0.0,2017,4,0,False,True,False,False,90.0,4.546666666666667,0.8660254037844387,-0.4999999999999998,0.0,1.0,8116.0,53.96666666666667,False,90.0
69,8352.0,1800,90,0.0,0.0,2017,4,1,False,True,False,False,90.0,4.64,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,8169.2,54.666666666666664,False,90.0
61,8874.0,1800,90,36.0,0.0,2017,4,2,False,True,False,False,36.0,4.93,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,8169.8,54.833333333333336,False,36.0
61,7368.0,1800,90,0.0,0.0,2017,4,3,False,True,False,False,90.0,4.093333333333334,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,8125.8,55.0,False,90.0
63,7230.0,1800,90,0.0,0.0,2017,4,4,False,True,False,False,90.0,4.016666666666667,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,8096.4,55.13333333333333,False,90.0
59,6468.0,1800,90,0.0,0.0,2017,4,5,False,True,False,False,90.0,3.5933333333333333,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,8054.4,55.166666666666664,False,90.0
62,6984.0,1800,90,0.0,0.0,2017,4,6,False,True,False,False,90.0,3.88,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,8007.4,55.3,False,90.0
64,10218.0,1800,90,308.0,218.0,2017,5,0,False,True,False,False,308.0,5.676666666666667,0.49999999999999994,-0.8660254037844387,0.0,1.0,8022.2,55.93333333333333,True,90.0
69,8376.0,1800,90,0.0,0.0,2017,5,1,False,True,False,False,90.0,4.653333333333333,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,8080.4,56.733333333333334,False,90.0
65,10050.0,1800,90,275.0,185.0,2017,5,2,False,True,False,False,275.0,5.583333333333333,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,8076.4,57.266666666666666,True,90.0
64,9582.0,1800,90,181.0,91.0,2017,5,3,False,True,False,False,181.0,5.323333333333333,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,8085.0,57.666666666666664,False,181.0
63,7140.0,1800,90,0.0,0.0,2017,5,4,False,True,False,False,90.0,3.966666666666667,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,8064.0,58.166666666666664,False,90.0
54,9270.0,1800,90,108.0,18.0,2017,5,5,False,True,False,False,108.0,5.15,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,8130.2,58.53333333333333,False,108.0
61,6966.0,1800,90,0.0,0.0,2017,5,6,False,True,False,False,90.0,3.87,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,8063.4,59.3,False,90.0
59,8616.0,1800,90,0.0,0.0,2017,5,0,False,True,False,False,90.0,4.786666666666667,0.49999999999999994,-0.8660254037844387,0.0,1.0,8055.8,59.8,False,90.0
54,9444.0,1800,90,143.0,53.0,2017,5,1,False,True,False,False,143.0,5.246666666666667,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,8167.8,60.233333333333334,False,143.0
55,9066.0,1800,90,69.0,0.0,2017,5,2,False,True,False,False,69.0,5.036666666666667,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,8160.0,60.56666666666667,False,69.0
55,8862.0,1800,90,28.0,0.0,2017,5,3,False,True,False,False,28.0,4.923333333333333,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,8190.0,60.86666666666667,False,28.0
55,9420.0,1800,90,139.0,49.0,2017,5,4,False,True,False,False,139.0,5.233333333333333,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,8221.8,61.166666666666664,False,139.0
54,7914.0,1800,90,0.0,0.0,2017,5,5,False,True,False,False,90.0,4.3966666666666665,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,8273.6,61.13333333333333,False,90.0
65,8592.0,1800,90,0.0,0.0,2017,5,6,False,True,False,False,90.0,4.773333333333333,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,8286.0,61.53333333333333,False,90.0
77,8256.0,1800,90,0.0,0.0,2017,5,0,False,True,False,False,90.0,4.586666666666667,0.49999999999999994,-0.8660254037844387,0.0,1.0,8332.0,62.333333333333336,False,90.0
70,8178.0,1800,90,0.0,0.0,2017,5,1,False,True,False,False,90.0,4.543333333333333,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,8368.4,62.86666666666667,False,90.0
70,6876.0,1800,90,0.0,0.0,2017,5,2,False,True,False,False,90.0,3.82,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,8296.0,63.233333333333334,False,90.0
62,7242.0,1800,90,0.0,0.0,2017,5,3,False,True,False,False,90.0,4.023333333333333,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,8273.0,63.3,False,90.0
55,7746.0,1800,90,0.0,0.0,2017,5,4,False,True,False,False,90.0,4.303333333333334,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,8245.4,62.9,False,90.0
45,6534.0,1800,90,0.0,0.0,2017,5,5,False,True,False,False,90.0,3.63,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,8196.0,62.0,False,90.0
48,6066.0,1800,90,0.0,0.0,2017,5,6,False,True,False,False,90.0,3.37,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,8118.2,61.3,False,90.0
61,8766.0,1800,90,15.0,0.0,2017,5,0,False,True,False,False,15.0,4.87,0.49999999999999994,-0.8660254037844387,0.0,1.0,8127.8,61.3,False,15.0
54,9606.0,1800,90,176.0,86.0,2017,5,1,False,True,False,False,176.0,5.336666666666667,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,8208.2,60.733333333333334,False,176.0
51,8142.0,1800,90,0.0,0.0,2017,5,2,False,True,False,False,90.0,4.523333333333333,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,8206.8,60.166666666666664,False,90.0
52,6750.0,1800,90,0.0,0.0,2017,5,3,False,True,False,False,90.0,3.75,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,8153.4,59.6,False,90.0
58,7062.0,1800,90,0.0,0.0,2017,5,4,False,True,False,False,90.0,3.9233333333333333,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,8093.0,59.5,False,90.0
51,7290.0,1800,90,0.0,0.0,2017,5,5,False,True,False,False,90.0,4.05,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,8090.4,59.166666666666664,False,90.0
58,8538.0,1800,90,0.0,0.0,2017,5,6,False,True,False,False,90.0,4.743333333333333,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,8134.0,59.0,False,90.0
57,8112.0,1800,90,0.0,0.0,2017,5,0,False,True,False,False,90.0,4.506666666666667,0.49999999999999994,-0.8660254037844387,0.0,1.0,8188.8,58.93333333333333,False,90.0
55,7098.0,1800,90,0.0,0.0,2017,5,1,False,True,False,False,90.0,3.9433333333333334,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,8192.6,58.7,False,90.0
52,9294.0,1800,90,111.0,21.0,2017,5,2,False,True,False,False,111.0,5.163333333333333,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,8161.8,58.3,False,111.0
54,10830.0,1800,90,420.0,330.0,2017,6,3,False,False,True,False,420.0,6.016666666666667,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,8243.6,57.8,True,90.0
57,9840.0,1800,90,225.0,135.0,2017,6,4,False,False,True,False,225.0,5.466666666666667,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,8236.6,57.53333333333333,False,225.0
56,7296.0,1800,90,0.0,0.0,2017,6,5,False,False,True,False,90.0,4.053333333333334,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,8160.4,57.266666666666666,False,90.0
48,8136.0,1800,90,0.0,0.0,2017,6,6,False,False,True,False,90.0,4.52,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,8193.6,56.766666666666666,False,90.0
56,9876.0,1800,90,232.0,142.0,2017,6,0,False,False,True,False,232.0,5.486666666666666,1.2246467991473532e-16,-1.0,0.0,1.0,8213.8,56.833333333333336,False,232.0
61,8268.0,1800,90,0.0,0.0,2017,6,1,False,False,True,False,90.0,4.593333333333334,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,8257.2,56.833333333333336,False,90.0
58,9630.0,1800,90,184.0,94.0,2017,6,2,False,False,True,False,184.0,5.35,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,8291.0,56.8,False,184.0
54,9186.0,1800,90,92.0,2.0,2017,6,3,False,False,True,False,92.0,5.1033333333333335,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,8282.4,56.8,False,92.0
56,6924.0,1800,90,0.0,0.0,2017,6,4,False,False,True,False,90.0,3.8466666666666667,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,8211.0,56.833333333333336,False,90.0
54,9312.0,1800,90,117.0,27.0,2017,6,5,False,False,True,False,117.0,5.173333333333333,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,8226.0,56.8,False,117.0
54,7812.0,1800,90,0.0,0.0,2017,6,6,False,False,True,False,90.0,4.34,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,8172.4,56.766666666666666,False,90.0
56,9174.0,1800,90,91.0,1.0,2017,6,0,False,False,True,False,91.0,5.096666666666667,1.2246467991473532e-16,-1.0,0.0,1.0,8214.4,56.833333333333336,False,91.0
